Player,Tm,G,PER,WS/48,VORP
Jeff Adrien,GSW,23,11.3,.051,-0.2
Arron Afflalo,DEN,69,13.6,.128,2.0
Maurice Ager,MIN,4,10.1,-0.015,0.0
Alexis Ajinça,TOT,34,12.2,.052,-0.2
Alexis Ajinça,DAL,10,12.8,.084,0.0
Alexis Ajinça,TOR,24,12.0,.042,-0.1
Solomon Alabi,TOR,12,2.0,-0.142,-0.1
Cole Aldrich,OKC,18,7.0,.066,-0.1
LaMarcus Aldridge,POR,81,21.5,.166,3.4
Malik Allen,ORL,18,3.3,.046,-0.2
Ray Allen*,BOS,80,16.4,.166,3.6
Tony Allen,MEM,72,18.4,.152,2.1
Al-Farouq Aminu,LAC,81,9.6,.022,-0.3
Lou Amundson,GSW,46,11.5,.044,-0.4
Chris Andersen,DEN,45,19.0,.207,0.9
David Andersen,TOT,40,10.9,.032,-0.1
David Andersen,TOR,11,13.8,.063,0.1
David Andersen,NOH,29,8.9,.012,-0.2
James Anderson,SAS,26,8.5,.051,0.0
Ryan Anderson,ORL,64,19.0,.216,2.4
Carmelo Anthony,TOT,77,21.7,.138,2.7
Carmelo Anthony,DEN,50,21.2,.127,1.5
Carmelo Anthony,NYK,27,22.8,.157,1.2
Joel Anthony,MIA,75,7.3,.107,0.2
Gilbert Arenas,TOT,70,10.8,.014,-0.2
Gilbert Arenas,WAS,21,14.0,.025,0.2
Gilbert Arenas,ORL,49,8.6,.007,-0.4
Trevor Ariza,NOH,75,11.3,.062,1.0
Hilton Armstrong,TOT,53,8.8,.045,-0.2
Hilton Armstrong,WAS,41,8.6,.043,-0.2
Hilton Armstrong,ATL,12,10.1,.054,0.0
Carlos Arroyo,TOT,64,9.0,.068,-0.1
Carlos Arroyo,MIA,49,9.5,.078,0.0
Carlos Arroyo,BOS,15,6.7,.016,-0.1
Darrell Arthur,MEM,80,15.7,.113,0.2
Ömer Aşık,CHI,82,11.8,.130,0.1
D.J. Augustin,CHA,82,15.9,.108,1.5
Luke Babbitt,POR,24,1.0,-0.143,-0.3
Renaldo Balkman,TOT,8,9.3,.114,0.0
Renaldo Balkman,DEN,5,12.8,.182,0.0
Renaldo Balkman,NYK,3,0.7,-0.050,0.0
Marcus Banks,TOR,3,6.8,.011,0.0
Leandro Barbosa,TOR,58,15.3,.052,0.2
J.J. Barea,DAL,81,14.8,.093,0.6
Andrea Bargnani,TOR,66,16.4,.052,0.4
Matt Barnes,LAL,53,14.6,.142,0.7
Earl Barron,TOT,21,6.2,-0.039,-0.5
Earl Barron,PHO,12,1.5,-0.106,-0.4
Earl Barron,MIL,7,17.3,.130,0.0
Earl Barron,POR,2,3.8,-0.093,-0.1
Brandon Bass,ORL,76,15.9,.153,1.1
Tony Battie,PHI,38,9.5,.075,-0.1
Shane Battier,TOT,82,12.3,.103,2.0
Shane Battier,HOU,59,12.9,.105,1.8
Shane Battier,MEM,23,10.6,.097,0.3
Nicolas Batum,POR,80,14.8,.126,2.0
Jerryd Bayless,TOT,71,14.1,.053,0.1
Jerryd Bayless,NOH,11,7.2,-0.050,-0.2
Jerryd Bayless,TOR,60,14.9,.064,0.3
Michael Beasley,MIN,73,15.5,.035,0.1
Rodrigue Beaubois,DAL,28,11.4,.022,-0.1
Marco Belinelli,NOH,80,12.1,.084,0.7
Charlie Bell,GSW,19,4.7,-0.040,-0.1
Raja Bell,UTA,68,8.2,.040,-0.6
Mike Bibby,TOT,80,10.9,.085,0.6
Mike Bibby,ATL,56,11.7,.089,0.6
Mike Bibby,WAS,2,1.1,-0.161,-0.1
Mike Bibby,MIA,22,9.0,.084,0.1
Andris Biedriņš,GSW,59,12.1,.088,-0.1
Chauncey Billups,TOT,72,18.7,.166,2.7
Chauncey Billups,DEN,51,18.6,.171,2.1
Chauncey Billups,NYK,21,19.1,.155,0.6
DeJuan Blair,SAS,81,17.1,.132,0.7
Steve Blake,LAL,79,7.5,.055,-0.1
Andray Blatche,WAS,64,16.9,.053,0.6
Eric Bledsoe,LAC,81,10.8,.008,-0.1
Keith Bogans,CHI,82,9.0,.118,0.7
Andrew Bogut,MIL,65,16.7,.112,1.9
Matt Bonner,SAS,66,13.5,.147,1.4
Trevor Booker,WAS,65,15.3,.119,0.3
Carlos Boozer,CHI,59,18.8,.149,1.4
Chris Bosh*,MIA,77,19.4,.177,2.3
Earl Boykins,MIL,57,17.6,.125,1.0
Craig Brackins,PHI,3,0.1,-0.154,-0.1
Avery Bradley,BOS,31,2.2,-0.139,-0.4
Elton Brand,PHI,81,18.5,.161,2.4
Corey Brewer,TOT,69,11.0,.036,-0.1
Corey Brewer,MIN,56,10.3,.023,-0.3
Corey Brewer,DAL,13,17.6,.163,0.1
Ronnie Brewer,CHI,81,13.8,.147,2.0
Jon Brockman,MIL,63,9.6,.132,-0.3
Aaron Brooks,TOT,59,13.1,.040,-0.3
Aaron Brooks,HOU,34,11.7,.023,-0.4
Aaron Brooks,PHO,25,15.6,.070,0.1
Derrick Brown,TOT,49,12.9,.083,0.1
Derrick Brown,CHA,41,12.4,.074,0.0
Derrick Brown,NYK,8,16.0,.130,0.0
Kwame Brown,CHA,66,12.8,.097,-0.3
Shannon Brown,LAL,82,13.6,.093,0.5
Kobe Bryant*,LAL,82,23.9,.178,5.0
Chase Budinger,HOU,78,14.2,.095,0.8
Caron Butler,DAL,29,14.2,.067,0.2
Rasual Butler,TOT,47,6.2,-0.009,-0.4
Rasual Butler,LAC,41,5.9,-0.013,-0.4
Rasual Butler,CHI,6,14.5,.107,0.0
Andrew Bynum,LAL,54,21.1,.210,2.0
Will Bynum,DET,61,15.2,.066,0.0
José Calderón,TOR,68,16.3,.084,1.5
Marcus Camby,POR,59,14.8,.116,1.4
Derrick Caracter,LAL,41,10.0,.057,-0.3
Brian Cardinal,DAL,56,9.7,.132,0.5
Rodney Carney,TOT,27,10.8,.038,-0.1
Rodney Carney,GSW,25,10.7,.038,-0.1
Rodney Carney,MEM,2,20.4,.071,0.0
DeMarre Carroll,TOT,12,8.7,.066,0.0
DeMarre Carroll,MEM,7,12.4,.145,0.0
DeMarre Carroll,HOU,5,-4.5,-0.214,0.0
Matt Carroll,CHA,54,12.2,.062,-0.1
Anthony Carter,TOT,33,9.2,.023,-0.1
Anthony Carter,DEN,14,5.4,-0.018,-0.1
Anthony Carter,NYK,19,11.1,.044,0.0
Vince Carter,TOT,73,14.8,.089,1.2
Vince Carter,ORL,22,16.2,.151,0.6
Vince Carter,PHO,51,14.2,.060,0.6
Omri Casspi,SAC,71,11.7,.069,0.6
Mario Chalmers,MIA,70,10.3,.089,0.5
Tyson Chandler,DAL,74,18.4,.218,1.8
Wilson Chandler,TOT,72,14.6,.079,1.1
Wilson Chandler,NYK,51,15.7,.094,0.9
Wilson Chandler,DEN,21,11.6,.037,0.2
Josh Childress,PHO,54,13.0,.076,0.3
Earl Clark,TOT,42,10.1,.030,-0.2
Earl Clark,PHO,9,11.3,-0.010,0.0
Earl Clark,ORL,33,9.9,.038,-0.2
Jarron Collins,TOT,28,1.6,-0.016,-0.3
Jarron Collins,LAC,23,1.8,.000,-0.2
Jarron Collins,POR,5,0.0,-0.124,-0.1
Jason Collins,ATL,49,5.4,.049,-0.4
Sherron Collins,CHA,20,3.6,-0.121,-0.1
Darren Collison,IND,79,15.6,.087,1.0
Nick Collison,OKC,71,10.8,.113,0.3
Mike Conley,MEM,81,15.9,.111,2.3
Brian Cook,LAC,40,11.6,.064,0.0
Daequan Cook,OKC,43,12.8,.126,0.5
Marcus Cousin,UTA,4,7.8,.008,0.0
DeMarcus Cousins,SAC,81,14.6,.022,-0.4
Jamal Crawford,ATL,76,14.2,.071,0.6
Jordan Crawford,TOT,42,11.8,-0.026,-0.5
Jordan Crawford,ATL,16,7.6,-0.090,-0.1
Jordan Crawford,WAS,26,12.6,-0.014,-0.3
Dante Cunningham,TOT,78,10.7,.060,-0.5
Dante Cunningham,POR,56,9.5,.057,-0.4
Dante Cunningham,CHA,22,13.1,.065,-0.1
Stephen Curry,GSW,74,19.4,.128,2.7
Samuel Dalembert,SAC,80,14.1,.072,-0.1
Erick Dampier,MIA,51,9.7,.109,0.4
Antonio Daniels,PHI,4,6.7,.044,0.0
Marquis Daniels,BOS,49,11.7,.103,0.6
Baron Davis,TOT,58,17.0,.081,1.6
Baron Davis,LAC,43,16.3,.079,1.0
Baron Davis,CLE,15,19.3,.086,0.6
Ed Davis,TOR,65,15.8,.119,0.4
Glen Davis,BOS,78,12.8,.102,0.0
Austin Daye,DET,72,13.0,.070,0.3
Carlos Delfino,MIL,49,13.1,.105,1.4
Luol Deng,CHI,82,15.5,.149,3.0
DeMar DeRozan,TOR,82,14.5,.055,-0.3
Boris Diaw,CHA,82,13.9,.082,1.8
Ike Diogu,LAC,36,13.7,.104,-0.3
DeSagana Diop,CHA,16,5.4,-0.016,-0.1
Keyon Dooling,MIL,80,11.3,.080,0.4
Joey Dorsey,TOR,43,14.2,.072,0.1
Toney Douglas,NYK,81,15.2,.101,1.2
Chris Douglas-Roberts,MIL,44,11.5,.088,0.1
Zabian Dowdell,PHO,24,11.7,-0.019,-0.1
Goran Dragić,TOT,70,13.2,.040,0.2
Goran Dragić,PHO,48,11.2,-0.012,-0.3
Goran Dragić,HOU,22,17.7,.157,0.5
Jared Dudley,PHO,82,15.6,.126,2.0
Chris Duhon,ORL,51,5.6,.014,-0.3
Tim Duncan*,SAS,76,21.9,.171,3.5
Mike Dunleavy,IND,61,14.6,.129,1.5
Ronald Dupree,TOR,3,0.5,-0.094,0.0
Kevin Durant,OKC,78,23.6,.189,5.3
Devin Ebanks,LAL,20,19.4,.144,0.0
Wayne Ellington,MIN,62,8.6,.010,-0.5
Monta Ellis,GSW,80,18.6,.089,2.3
Francisco Elson,UTA,62,8.9,.046,-0.2
Melvin Ely,DEN,30,8.3,.083,-0.1
Semih Erden,TOT,41,10.3,.115,-0.1
Semih Erden,BOS,37,10.8,.128,0.0
Semih Erden,CLE,4,6.2,.002,-0.1
Jeremy Evans,UTA,49,18.8,.167,0.5
Maurice Evans,TOT,73,9.1,.054,-0.5
Maurice Evans,ATL,47,7.5,.050,-0.4
Maurice Evans,WAS,26,10.9,.058,-0.1
Reggie Evans,TOR,30,12.4,.077,0.1
Tyreke Evans,SAC,57,14.4,.036,1.1
Patrick Ewing,NOH,7,0.6,-0.158,0.0
Christian Eyenga,CLE,44,9.0,-0.016,-0.5
Jordan Farmar,NJN,73,14.1,.050,0.7
Derrick Favors,TOT,78,13.9,.091,-0.5
Derrick Favors,NJN,56,12.6,.083,-0.5
Derrick Favors,UTA,22,16.8,.110,0.0
Raymond Felton,TOT,75,16.6,.094,1.8
Raymond Felton,NYK,54,17.3,.093,1.3
Raymond Felton,DEN,21,14.7,.097,0.5
Rudy Fernández,POR,78,13.4,.100,1.3
Kyrylo Fesenko,UTA,53,5.8,-0.011,-0.6
Landry Fields,NYK,82,13.5,.100,1.4
Derek Fisher,LAL,82,8.9,.078,0.0
Jonny Flynn,MIN,53,7.1,-0.064,-1.1
Gary Forbes,DEN,63,11.7,.055,-0.2
T.J. Ford,IND,41,9.9,.011,-0.2
Jeff Foster,IND,56,14.3,.152,0.4
Randy Foye,LAC,63,11.4,.051,0.1
Channing Frye,PHO,77,12.8,.090,1.1
Dan Gadzuric,TOT,42,9.9,.014,-0.6
Dan Gadzuric,GSW,28,10.2,.013,-0.4
Dan Gadzuric,NJN,14,9.1,.015,-0.2
Sundiata Gaines,TOT,24,11.3,-0.015,-0.1
Sundiata Gaines,MIN,8,4.9,-0.102,-0.1
Sundiata Gaines,TOR,6,9.3,-0.050,0.0
Sundiata Gaines,NJN,10,15.3,.046,0.1
Danilo Gallinari,TOT,62,15.7,.139,1.4
Danilo Gallinari,NYK,48,15.6,.140,0.9
Danilo Gallinari,DEN,14,15.9,.133,0.5
Francisco García,SAC,58,13.5,.104,1.0
Kevin Garnett*,BOS,71,20.6,.194,3.8
Marc Gasol,MEM,81,16.8,.146,2.8
Pau Gasol,LAL,82,23.3,.232,5.2
Rudy Gay,MEM,54,17.8,.123,2.6
Alonzo Gee,TOT,56,10.8,.045,-0.1
Alonzo Gee,SAS,5,-2.1,-0.175,0.0
Alonzo Gee,WAS,11,9.9,.023,0.0
Alonzo Gee,CLE,40,11.1,.052,-0.1
Paul George,IND,61,13.0,.091,0.6
Daniel Gibson,CLE,67,13.2,.062,0.8
Taj Gibson,CHI,80,14.3,.143,0.5
Manu Ginóbili*,SAS,80,21.7,.195,4.5
Ryan Gomes,LAC,76,9.0,.057,-0.1
Drew Gooden,MIL,35,15.9,.101,0.2
Ben Gordon,DET,82,12.4,.037,-0.3
Eric Gordon,LAC,56,18.5,.120,2.2
Marcin Gortat,TOT,80,17.8,.152,1.5
Marcin Gortat,ORL,25,13.7,.157,0.2
Marcin Gortat,PHO,55,18.8,.151,1.2
Joey Graham,CLE,39,7.7,-0.004,-0.6
Stephen Graham,NJN,59,4.4,-0.014,-1.2
Danny Granger,IND,79,17.8,.120,2.9
Aaron Gray,NOH,41,11.0,.100,-0.3
Danny Green,SAS,8,13.2,.076,0.0
Jeff Green,TOT,75,12.9,.095,0.5
Jeff Green,OKC,49,12.9,.087,0.3
Jeff Green,BOS,26,12.9,.118,0.2
Willie Green,NOH,77,10.8,.052,-0.3
Donté Greene,SAC,69,9.7,.022,-0.1
Orien Greene,NJN,3,33.0,.293,0.0
Blake Griffin,LAC,82,21.9,.152,3.6
Hamed Haddadi,MEM,31,19.7,.164,0.0
Richard Hamilton,DET,55,15.8,.059,0.1
Tyler Hansbrough,IND,70,16.4,.118,0.0
Luke Harangody,TOT,49,10.1,.048,-0.3
Luke Harangody,BOS,28,8.7,.075,-0.2
Luke Harangody,CLE,21,11.0,.032,-0.1
James Harden,OKC,82,16.4,.156,2.2
Al Harrington,DEN,73,12.3,.060,0.1
Devin Harris,TOT,71,17.2,.089,1.5
Devin Harris,NJN,54,17.6,.096,1.4
Devin Harris,UTA,17,15.7,.068,0.1
Manny Harris,CLE,54,10.4,.002,-0.4
Mike Harris,HOU,4,17.9,.102,0.0
Udonis Haslem,MIA,13,12.7,.130,0.0
Spencer Hawes,PHI,81,12.8,.066,0.0
Chuck Hayes,HOU,74,16.2,.146,2.1
Gordon Hayward,UTA,72,10.7,.048,-0.1
Lazar Hayward,MIN,42,10.8,.035,-0.1
Brendan Haywood,DAL,72,11.7,.104,0.0
Luther Head,SAC,36,11.7,.073,0.2
Gerald Henderson,CHA,68,13.2,.068,0.1
Xavier Henry,MEM,38,7.0,.021,-0.4
Roy Hibbert,IND,81,15.9,.077,0.5
J.J. Hickson,CLE,80,15.6,.032,-1.1
Nenê,DEN,75,20.4,.201,3.2
George Hill,SAS,76,14.6,.136,1.5
Grant Hill*,PHO,80,14.7,.087,0.9
Jordan Hill,HOU,72,13.1,.079,-0.7
Kirk Hinrich,TOT,72,12.3,.068,0.4
Kirk Hinrich,WAS,48,13.5,.076,0.4
Kirk Hinrich,ATL,24,9.8,.050,0.0
Jrue Holiday,PHI,82,15.4,.094,2.0
Ryan Hollins,CLE,70,10.7,.072,-0.7
Al Horford,ATL,77,20.7,.179,3.9
Eddie House,MIA,56,11.9,.108,0.4
Dwight Howard,ORL,78,26.1,.235,5.4
Josh Howard,WAS,18,9.2,-0.027,-0.2
Juwan Howard,MIA,57,8.4,.074,-0.2
Lester Hudson,WAS,11,6.0,-0.082,0.0
Kris Humphries,NJN,74,17.8,.125,1.3
Serge Ibaka,OKC,82,17.7,.164,1.4
Andre Iguodala,PHI,67,17.2,.130,3.2
Zydrunas Ilgauskas,MIA,72,12.8,.122,-0.2
D.J. Mbenga,NOH,41,9.7,.076,-0.1
Ersan İlyasova,MIL,60,14.3,.121,0.5
Royal Ivey,OKC,25,8.2,.060,0.0
Jarrett Jack,TOT,83,14.2,.066,0.5
Jarrett Jack,TOR,13,12.6,.002,-0.1
Jarrett Jack,NOH,70,14.6,.082,0.6
Darnell Jackson,SAC,59,12.3,.069,-0.2
Stephen Jackson,CHA,67,14.6,.039,0.9
Damion James,NJN,25,10.1,.015,-0.1
LeBron James,MIA,79,27.3,.244,7.8
